ID;Tipo;SKU;Nombre;Publicado;¿Está destacado?;Visibilidad en el catálogo;Descripción corta;Descripción;Día en que empieza el precio rebajado;Día en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¿En inventario?;Inventario;Cantidad de bajo inventario;¿Permitir reservas de productos agotados?;¿Vendido individualmente?;Peso (g);Longitud (cm);Anchura (cm);Altura (cm);¿Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categorías;Etiquetas;Clase de envío;Imágenes;Límite de descargas;Días de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del botón;Posición;Nombre del atributo 1;Valor(es) del atributo 1;Atributo visible 1;Atributo global 1;Nombre del atributo 2;Valor(es) del atributo 2;Atributo visible 2;Atributo global 2;Nombre del atributo 3;Valor(es) del atributo 3;Atributo visible 3;Atributo global 3;Nombre del atributo 4;Valor(es) del atributo 4;Atributo visible 4;Atributo global 4;Nombre del atributo 5;Valor(es) del atributo 5;Atributo visible 5;Atributo global 5;Nombre del atributo 6;Valor(es) del atributo 6;Atributo visible 6;Atributo global 6
;simple;;ABPF-EN097 Zeman the Ape King;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 500;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;ABYR-EN046 Mermail Abyssgaios;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡8 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;ANGU-EN043 Skull Meister;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;ANPR-EN087 Pseudo Space;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Rare;1;1;Estado;LP;1;;Tipo;Magia;1;1
;simple;;AP01-EN009 Terraforming;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡2 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;AP01-EN011 Mask Change;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;LP;1;;Tipo;Magia;1;1
;simple;;AP02-EN013 Trap Stun (Spanish);1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Trampa;1;1
;simple;;AP04-EN004 Blackwing - Gale the Whirlwind;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡3 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;AP04-EN008 Crimson Blader (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡2 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;AP05-EN011 Charge of the Light Brigade;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;AP06-EN008 Shaddoll Beast (Spanish);1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;AP07-EN007 Scarm, Malebranche of the Burning Abyss;1;0;visible;;;;;taxable;;1;5;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;AP07-EN022 Dawn of the Herald;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; Unlimited ;1;1;Expansión;;1;1;Rareza;Common;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;AP08-EN007 Graff, Malebranche of the Burning Abyss;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; Unlimited ;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;AST-037 Enemy Controller;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡28 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;MP;1;;Tipo;Magia;1;1
;simple;;AST-076 Emissary of the Afterlife;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡2 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;LP;1;;Tipo;Monstruo;1;1
;simple;;AST-076 Emissary of the Afterlife;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡12 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;LP;1;;Tipo;Monstruo;1;1
;simple;;BLAR-EN020 Numeron Wall;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLAR-EN021 Number C1: Numeron Chaos Gate Sunya;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLAR-EN022 Number 1: Numeron Gate Ekam;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLAR-EN023 Number 2: Numeron Gate Dve;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLAR-EN024 Number 3: Numeron Gate Trini;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLAR-EN025 Number 4: Numeron Gate Catvari;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLAR-EN026 Numeron Network;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;BLAR-EN027 Numeron Calling;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;BLAR-EN048 Trishula, the Dragon of Icy Imprisonment;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Fusión;1;1
;simple;;BLAR-EN051 Chaos Emperor, the Dragon of Armageddon;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡30 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLAR-EN052 Book of Moon;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;BLAR-EN092 Cross-Sheep;1;0;visible;;;;;taxable;;1;4;;0;0;;;;;0;;;₡3 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;BLHR-EN007 Vision HERO Increase;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡17 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;BLHR-EN05 PSY-Framelord Lambda;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡18 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;BLHR-EN070 Dinowrestler Pankratops;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLHR-EN076 White Dragon Wyverburster;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLHR-EN078 Artifact Scythe;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLHR-EN079 Artifact Lancea;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡8 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;BLHR-EN085 Herald of the Arc Light (Spanish);1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;XYZ;1;1
;simple;;BLHR-EN087 Interrupted Kaiju Slumber (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡5 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;BLHR-EN091 Sky Striker Maneuver - Afterburners! (Spanish);1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;BLHR-EN092 Sky Striker Mecha - Widow Anchor;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡12 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;BLHR-EN093 Number 93: Utopia Kaiser;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡10 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLLR-EN027 Giant Rex;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡8 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;BLLR-EN028 Double Evolution Pill;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;BLLR-EN052 Denko Sekka;1;0;visible;;;;;taxable;;1;4;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLLR-EN060 Trishula, Dragon of the Ice Barrier;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;BLLR-EN061 PSY-Framelord Omega;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Synchro ;1;1
;simple;;BLLR-EN065 Gaia Dragon, the Thunder Charger;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;XYZ;1;1
;simple;;BLLR-EN071 The Phantom Knights of Break Sword;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLLR-EN078 Anti-Spell Fragrance;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;BLLR-EN080 Artifact Sanctum;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡4 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;BLLR-EN080 Artifact Sanctum (Spanish);1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡4 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Trampa;1;1
;simple;;BLRR-EN032 Number 75: Bamboozling Gossip Shadow;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡5 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; XYZ ;1;1
;simple;;BLRR-EN047 Torrential Tribute;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡5 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;BLRR-EN049 Neo-Spacian Aqua Dolphin;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLRR-EN059 Performage Damage Juggler;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;BLRR-EN060 Performage Trick Clown;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;BLRR-EN061 The Phantom Knights of Ancient Cloak;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLRR-EN062 The Phantom Knights of Silent Boots;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLRR-EN062 The Phantom Knights of Silent Boots (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;BLRR-EN065 Phantom Knights' Fog Blade;1;0;visible;;;;;taxable;;1;5;;0;0;;;;;0;;;₡5 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;BLRR-EN068 PSY-Frame Driver;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;BLRR-EN100 Solemn Judgment;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;BLVO-EN040 Eldlich the Mad Golden Lord;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡3 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Fusión ;1;1
;simple;;BLVO-EN050 Underworld Goddess of the Closed World;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡16 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Link;1;1
;simple;;BLVO-EN051 Armed Dragon Flash;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡6 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;BLVO-EN065 Pot of Prosperity;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡67 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;BOSH-EN052 Buster Dragon (Spanish);1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡4 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;BOSH-EN067 Twin Twisters;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;BOSH-EN067 Twin Twisters (Spanish);1;0;visible;;;;;taxable;;1;6;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;BOSH-EN079 Solemn Strike;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡15 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Trampa;1;1
;simple;;BOSH-EN095 Red-Eyes Retro Dragon;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;BP01-EN015 Raiza the Storm Monarch;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
